Name,Critic_Score,Critic_Count,User_Score,User_Count
Digimon All-Star Rumble (2),,,5.7,10.0
Cel Damage (2),67.0,12.0,7.1,12.0
Tony Hawks Pro Skater 5 (4),,,3.1,12.0
The Pinball of the Dead,79.0,20.0,,
Arc the Lad: End of Darkness,59.0,24.0,4.2,10.0
Tom Clancys Splinter Cell: Pandora Tomorrow (4),68.0,19.0,6.2,6.0
The King of Route 66,57.0,21.0,,
"Warhammer 40,000: Squad Command (2)",57.0,21.0,7.9,16.0
Tokobot,72.0,30.0,7.3,8.0
Monster Madness: Grave Danger,55.0,25.0,,
Land of the Dead: Road to Fiddlers Green,32.0,9.0,5.8,10.0
Lego Batman 3: Beyond Gotham (8),,,6.8,21.0
NHL 2K9 (4),65.0,11.0,5.4,19.0
Pro Evolution Soccer 2015 (5),82.0,8.0,5.8,175.0
Fast Food Panic (2),57.0,6.0,,
Johnny Test,,,0.9,7.0
Bionicle Heroes (3),72.0,11.0,6.4,15.0
Mystic Heroes (2),67.0,7.0,8.6,14.0
Tron 2.0: Killer App,68.0,16.0,,
Jurassic Park III: Park Builder,65.0,5.0,8.0,5.0
Unchained Blades ,61.0,8.0,7.5,15.0
Octomania,66.0,9.0,,
Showtime Championship Boxing,35.0,7.0,4.7,10.0
Bomberman Land (3),55.0,14.0,7.8,4.0
Steins;Gate (3),83.0,8.0,8.7,51.0
MLB Power Pros 2008 (3),70.0,7.0,,
Generator Rex: Agent of Providence (5),,,4.0,6.0
Chrysler Classic Racing,40.0,4.0,,
Strike Force Bowling (2),47.0,4.0,,
Earth Defense Force 2017 Portable,68.0,36.0,7.9,31.0
Age of Empires Online,70.0,44.0,5.6,186.0
A-Train: City Simulator,65.0,4.0,,
Atelier Iris 2: The Azoth Of Destiny,68.0,34.0,7.8,14.0
Championship Surfer,57.0,5.0,,
Hakuoki: Stories of the Shinsengumi,,,6.5,10.0
Monster Garage,38.0,5.0,,
Atelier Sophie: The Alchemist of the Mysterious Book (2),,,8.0,14.0
Tecmo Classic Arcade,55.0,26.0,,
The LEGO Movie Videogame (8),68.0,7.0,6.8,33.0
Biker Mice From Mars,27.0,4.0,,
From The Abyss,59.0,9.0,8.0,5.0
Sudoku Ball Detective,54.0,6.0,,
MX vs. ATV Supercross,48.0,10.0,4.8,14.0
Giants: Citizen Kabuto,79.0,15.0,6.9,8.0
Alone in the Dark (3),47.0,10.0,5.4,24.0
Muppets Party Cruise,61.0,11.0,8.0,6.0
Guilty Gear XX Accent Core Plus (2),,,8.0,7.0
Tokyo Twilight Ghost Hunters (2),64.0,11.0,6.4,17.0
Cold Fear (2),71.0,41.0,7.6,20.0
Challenge Me: Brain Puzzles,65.0,6.0,,
Theme Park (3),72.0,15.0,7.6,14.0
The Next BIG Thing,75.0,30.0,7.9,35.0
Blur (3),81.0,24.0,7.4,177.0
Call of Cthulhu: Dark Corners of the Earth,77.0,51.0,8.1,37.0
The Great Escape (2),55.0,24.0,,
Secret Files: Tunguska,65.0,12.0,7.6,8.0
Salt Lake 2002 (2),55.0,7.0,,
DropCast,66.0,4.0,,
Alien Syndrome (2),48.0,24.0,7.1,23.0
Vexx (3),71.0,22.0,7.3,6.0
Batman: Rise of Sin Tzu (4),63.0,17.0,,
EverQuest II: Destiny of Velious,,,7.4,5.0
Unreal Tournament III (3),83.0,41.0,8.0,526.0
Disney Sports Skateboarding (2),36.0,7.0,4.7,6.0
Call of Duty 2 (2),86.0,64.0,8.4,631.0
Teenage Mutant Ninja Turtles: Mutants in Manhattan (4),55.0,14.0,5.9,39.0
Pro Evolution Soccer 2012 (6),,,8.2,11.0
Greys Anatomy: The Video Game,65.0,4.0,,
Arkanoid DS,61.0,29.0,7.0,5.0
Terminator 3: The Redemption (2),66.0,38.0,8.6,5.0
Big Bang Mini,78.0,39.0,8.2,26.0
MotoGP 10/11 (2),72.0,31.0,,
Serious Sam II,72.0,34.0,6.7,11.0
Cabelas Big Game Hunter (2008) (3),51.0,5.0,,
Another Code R: A Journey into Lost Memories,66.0,27.0,,
Dead Rising 2: Off the Record (3),66.0,10.0,5.4,55.0
ICO (2),,,7.5,29.0
Flipnic: Ultimate Pinball,64.0,28.0,8.1,12.0
The Witcher,81.0,50.0,8.8,1123.0
S.T.A.L.K.E.R.: Call of Pripyat,80.0,44.0,8.7,611.0
Worms Blast,65.0,12.0,,
Fosters Home for Imaginary Friends: Imagination Invaders,,,7.2,6.0
Coded Arms: Contagion,56.0,20.0,6.6,28.0
IHRA Professional Drag Racing 2005 (2),36.0,5.0,,
MotorStorm RC,78.0,39.0,6.8,123.0
Create (4),54.0,7.0,6.8,9.0
Disney's Kim Possible: Global Gemini,70.0,5.0,,
Combat Elite: WWII Paratroopers,54.0,12.0,,
Cabelas Dangerous Hunts: Ultimate Challenge,,,4.0,4.0
Little League World Series Baseball 2008 (2),61.0,5.0,,
Showtime Championship Boxing (2),33.0,4.0,,
Commandos: Strike Force,58.0,26.0,8.5,11.0
Mobile Suit Gundam: Gundam vs. Zeta Gundam,57.0,16.0,8.6,11.0
Star Trek: Tactical Assault,63.0,15.0,7.0,10.0
Guilty Gear X: Advance Edition,67.0,14.0,5.9,10.0
Warriors of the Lost Empire,52.0,6.0,7.4,12.0
Lord of Magna: Maiden Heaven,68.0,16.0,7.8,36.0
Oddworld: Munchs Oddysee (2),44.0,15.0,2.5,4.0
Xiaolin Showdown,59.0,4.0,,
Broken Sword: The Shadow of the Templars,80.0,17.0,7.8,10.0
Resident Evil - Code: Veronica X (2),62.0,16.0,8.5,32.0
Zoo Tycoon: Complete Collection,,,8.0,8.0
Kelly Slaters Pro Surfer (4),80.0,15.0,,
Trapt,60.0,36.0,7.9,14.0
Splat Renegade Paintball,44.0,14.0,,
Worms 3D (3),69.0,20.0,8.4,10.0
Street Fighter V (2),74.0,33.0,2.9,438.0
Sacred 2: Fallen Angel (3),71.0,41.0,6.8,205.0
Adventure Time: The Secret of the Nameless Kingdom (2),58.0,5.0,7.5,4.0
PoPoLoCrois,66.0,41.0,7.4,17.0
Dragon Rage,50.0,9.0,6.4,9.0
Theresia...,61.0,6.0,8.0,8.0
Teenage Mutant Ninja Turtles 3: Mutant Nightmare (3),58.0,10.0,7.5,6.0
Jumper: Griffins Story (3),29.0,16.0,3.3,30.0
pro evolution soccer 2011 (6),79.0,9.0,,
Neverland Card Battles,57.0,14.0,7.8,12.0
Tron 2.0: Killer App (2),69.0,36.0,4.3,4.0
Dig Dug: Digging Strike,65.0,24.0,,
The Fast and the Furious,59.0,22.0,6.6,25.0
Vampire Rain: Altered Species,30.0,15.0,3.5,36.0
The History Channel: Battle for the Pacific (3),35.0,11.0,6.1,21.0
Bladestorm: Nightmare (2),48.0,6.0,7.1,8.0
Racing Gears Advance,83.0,17.0,8.9,9.0
Syphon Filter: Logans Shadow (2),,,7.9,9.0
Mayhem 3D (2),53.0,5.0,,
Inversion (2),53.0,51.0,6.5,72.0
Need for Speed: Shift (4),83.0,22.0,5.8,388.0
Zoo Tycoon 2,72.0,34.0,8.1,43.0
Mercury Meltdown,78.0,36.0,7.8,8.0
Brave: A Warriors Tale,42.0,17.0,5.0,4.0
Myst III: Exile (2),55.0,11.0,,
CMT Presents: Karaoke Revolution Country,71.0,24.0,,
Brave: A Warriors Tale (2),48.0,13.0,,
Rooms: The Main Building (2),60.0,8.0,,
Fatal Frame (2),77.0,17.0,8.6,16.0
Tom Clancys Ghost Recon: Advanced Warfighter,44.0,8.0,4.6,41.0
Urban Chaos: Riot Response,73.0,35.0,7.8,24.0
Ivy the Kiwi?,74.0,30.0,7.2,12.0
Honeycomb Beat,61.0,28.0,,
Resident Evil 2 (3),59.0,15.0,8.6,32.0
F1 2015 (3),61.0,13.0,3.6,63.0
Wasteland 2 (3),77.0,13.0,7.1,56.0
Catwoman (3),45.0,33.0,4.6,5.0
MX vs. ATV Supercross Encore,42.0,8.0,4.1,9.0
Top Gun: Hard Lock,54.0,8.0,3.5,16.0
Warriors Orochi 2 (3),44.0,28.0,8.1,15.0
Mana Khemia: Alchemists of Al-Revis,69.0,20.0,7.5,41.0
Flips Twisted World,47.0,7.0,,
Zone of the Enders: The Fist of Mars,71.0,12.0,9.0,9.0
Animorphs: Shattered Reality,27.0,4.0,,
Gun Showdown,73.0,41.0,7.6,9.0
Terminator 3: Rise of the Machines (3),50.0,15.0,,
Tiger Woods PGA Tour 08 (6),81.0,10.0,7.6,8.0
Constantine (2),60.0,31.0,7.1,17.0
Tom Clancys Splinter Cell: Double Agent (4),64.0,8.0,7.1,7.0
S.T.A.L.K.E.R.: Shadow of Chernobyl,82.0,44.0,8.4,1101.0
Samurai Shodown Anthology (3),74.0,6.0,8.2,5.0
Nanostray,71.0,43.0,7.7,19.0
Tropico 5 (3),71.0,4.0,7.2,9.0
PAC-MAN and the Ghostly Adventures (4),58.0,9.0,6.5,16.0
Samurai Jack: The Shadow of Aku,59.0,21.0,8.4,10.0
Winx Club: Quest for the Codex,,,6.8,6.0
Real Soccer 2009,70.0,7.0,,
Tsugunai: Atonement,67.0,13.0,,
Rugby World Cup 2015,25.0,6.0,1.9,40.0
Lost Kingdoms II,68.0,25.0,9.1,14.0
Aggressive Inline (3),88.0,16.0,7.8,5.0
Viewtiful Joe: Red Hot Rumble (2),62.0,27.0,6.9,8.0
X-Men: Destiny (4),33.0,6.0,5.6,7.0
Blade Dancer: Lineage of Light,60.0,33.0,6.9,16.0
The Sims 2: University,81.0,31.0,7.8,49.0
Ride 2,72.0,20.0,,
Generation of Chaos,60.0,29.0,7.7,18.0
Batman: A Telltale Game Series (3),66.0,5.0,5.4,10.0
Harry Potter and the Sorcerers Stone (7),65.0,11.0,7.8,77.0
Pump It Up: Exceed,73.0,28.0,8.4,11.0
Wreckless: ThE YaKuza MisSiOns (3),58.0,17.0,,
Dr. Muto (2),70.0,13.0,,
Tom Clancys Rainbow Six: Critical Hour,54.0,10.0,3.6,14.0
Handball 16,,,3.0,4.0
Remember Me (3),65.0,26.0,7.4,1010.0
Scurge: Hive,70.0,29.0,8.6,5.0
Men of War: Assault Squad,77.0,21.0,8.2,94.0
Dead or Alive Xtreme 3: Fortune,43.0,9.0,7.7,112.0
Zendoku,68.0,13.0,,
Shantae and the Pirates Curse,82.0,18.0,8.5,87.0
MotoGP (4),67.0,11.0,,
ESPN International Winter Sports 2002,62.0,13.0,,
Gold and Glory: The Road to El Dorado,34.0,4.0,,
NBA Live 07 (4),69.0,14.0,6.8,13.0
BattleBots: Beyond the BattleBox,53.0,7.0,,
Operation Flashpoint: Dragon Rising (3),76.0,29.0,4.9,539.0
The Saboteur (3),76.0,20.0,7.9,238.0
Dead Rising (2),78.0,6.0,6.5,31.0
Mighty Beanz: Pocket Puzzles,37.0,6.0,,
Ride to Hell,19.0,14.0,1.3,435.0
Friends: The One with All the Trivia,50.0,6.0,,
Hail to the Chimp,52.0,23.0,6.1,7.0
Warriors: Legends of Troy (2),54.0,11.0,7.4,5.0
Elemental Gearbolt,76.0,11.0,,
Tom Clancys Rainbow Six 3 (3),68.0,25.0,8.2,5.0
Dungeon Explorer: Warriors of Ancient Arts,60.0,10.0,,
Titan Quest,77.0,51.0,8.1,390.0
V-Rally 3,82.0,10.0,7.4,14.0
Whiplash (2),68.0,28.0,,
Gothic 3,63.0,39.0,7.3,526.0
Mirrors Edge (3),81.0,44.0,8.1,1036.0
Space Chimps (4),59.0,5.0,,
Amazing Island,59.0,22.0,6.6,7.0
Izuna 2: The Unemployed Ninja Returns,65.0,18.0,7.9,13.0
SeaBlade,48.0,11.0,,
Carmen Sandiego: The Secret of the Stolen Drums,53.0,8.0,,
Gal Gun: Double Peace,,,7.4,11.0
Roogoo Twisted Towers,67.0,13.0,,
History Great Empires: Rome,42.0,5.0,,
Worms World Party,75.0,4.0,,
Alvin and the Chipmunks (3),30.0,4.0,3.6,20.0
Final Fight: Streetwise,43.0,36.0,6.2,11.0
Speed Kings (2),60.0,16.0,8.8,4.0
SpongeBob SquarePants: Planktons Robotic Revenge (2),,,6.2,19.0
Rebelstar: Tactical Command,78.0,29.0,9.2,11.0
Dungeon Keeper 2,,,8.8,100.0
F1 2010 (3),84.0,15.0,6.6,100.0
Gladiator: Sword of Vengeance (2),65.0,25.0,7.1,7.0
Enemy Front,43.0,12.0,6.0,75.0
Bombastic,72.0,24.0,7.2,6.0
Coraline (2),42.0,7.0,5.5,8.0
Dual Hearts,70.0,17.0,,
NFL Quarterback Club 2002 (2),53.0,10.0,,
Xiaolin Showdown (2),58.0,7.0,,
Wing Commander: Prophecy,70.0,8.0,8.3,7.0
Marc Eckos Getting Up: Contents Under Pressure,69.0,39.0,7.2,31.0
Sega Soccer Slam (3),80.0,15.0,8.5,10.0
Captain America: Super Soldier (4),57.0,16.0,6.0,6.0
Deus Ex: Mankind Divided (3),83.0,55.0,6.2,735.0
Vertigo,66.0,4.0,,
Resident Evil 6 (4),63.0,12.0,6.1,35.0
Blood Omen 2 (3),71.0,15.0,,
GunPey,62.0,24.0,,
Unsolved Crimes,66.0,20.0,,
The Lost Chronicles of Zerzura,76.0,9.0,6.8,16.0
Air Conflicts: Aces of World War II,36.0,12.0,,
BlowOut (2),55.0,11.0,,
Carve,64.0,34.0,,
Front Mission Evolved (3),63.0,13.0,5.1,48.0
WTA Tour Tennis,50.0,9.0,,
Dynasty Warriors 5 (2),66.0,22.0,8.0,4.0
FIFA Soccer 2003 (4),76.0,4.0,,
Naval Ops: Commander,65.0,12.0,,
4 Elements,,,7.4,19.0
Airline Tycoon 2,57.0,4.0,5.5,30.0
Activision Hits: Remixed,75.0,10.0,,
Murdered: Soul Suspect (5),59.0,22.0,7.4,386.0
Psycho-Pass: Mandatory Happiness,72.0,26.0,8.3,19.0
Rez,78.0,34.0,8.3,28.0
MLB SlugFest 2006 (2),59.0,15.0,,
Lufia: The Ruins of Lore,76.0,12.0,8.3,8.0
UEFA Euro 2004: Portugal (2),74.0,21.0,8.1,9.0
Taito Legends Power Up,41.0,9.0,,
Medabots: Infinity,51.0,6.0,8.0,7.0
Duke Nukem 3D: 20th Anniversary World Tour,77.0,15.0,6.9,15.0
IL-2 Sturmovik: Cliffs of Dover,60.0,13.0,7.1,114.0
NFL Blitz Pro (2),71.0,14.0,6.6,8.0
Death Jr. II: Root of Evil,68.0,34.0,7.3,9.0
Black Sigil: Blade of the Exiled,58.0,24.0,7.5,20.0
Medal of Honor: Airborne (3),78.0,38.0,7.3,204.0
Wakeboarding Unleashed Featuring Shaun Murray (2),80.0,23.0,8.8,9.0
Samurai Champloo: Sidetracked,66.0,26.0,7.2,6.0
Drill Dozer,81.0,34.0,8.3,10.0
Mister Slime,59.0,12.0,,
Domino Rally,57.0,4.0,,
King Arthur (2),61.0,15.0,,
Rhapsody: A Musical Adventure,67.0,24.0,6.8,12.0
Myst IV: Revelation,75.0,17.0,,
Virtua Striker 2002,58.0,20.0,6.3,6.0
UEFA Champions League 2006-2007,72.0,27.0,8.2,10.0
Aliens in the Attic (2),58.0,7.0,6.7,6.0
Disney's PK: Out of the Shadows (2),46.0,10.0,,
Hunted: The Demons Forge (3),61.0,21.0,6.6,127.0
Powerdrome,54.0,4.0,,
Major Minors Majestic March,46.0,16.0,,
Otogi 2: Immortal Warriors,79.0,43.0,8.3,12.0
Legend of Kay (4),72.0,30.0,7.3,18.0
Lucha Libre AAA: Heroes del Ring (2),49.0,11.0,6.6,13.0
Piglets Big Game (2),70.0,4.0,8.0,5.0
Tom Clancys HAWX 2 (4),66.0,12.0,3.8,47.0
Myth Makers: Orbs of Doom,,,1.1,8.0
Fallout: Brotherhood of Steel (2),66.0,33.0,5.5,23.0
IndyCar Series (2),71.0,8.0,7.8,5.0
Ultra Bust-A-Move,74.0,12.0,,
Rally Fusion: Race of Champions (2),69.0,16.0,,
Homefront: The Revolution (3),54.0,48.0,3.5,288.0
Mortal Kombat X (3),76.0,10.0,5.1,479.0
Ferrari F355 Challenge,70.0,14.0,4.4,5.0
Cities in Motion,70.0,20.0,7.7,105.0
Shifters,37.0,12.0,5.9,8.0
Venetica (3),61.0,17.0,6.8,51.0
TNA iMPACT: Cross the Line,50.0,6.0,6.5,4.0
Sacred 3 (2),51.0,11.0,4.1,42.0
DoDonPachi Resurrection,77.0,10.0,8.6,16.0
MorphX,33.0,4.0,6.6,15.0
Sigma Star Saga,68.0,34.0,8.4,7.0
Air Traffic Chaos,66.0,8.0,,
Ontamarama,71.0,9.0,,
FIFA Soccer 2004 (4),82.0,4.0,7.9,9.0
The Bureau: XCOM Declassified (3),66.0,45.0,6.5,624.0
Steins;Gate 0 (2),81.0,19.0,8.3,35.0
Downforce,69.0,18.0,,
Metal Slug Anthology (2),78.0,26.0,7.5,26.0
Hysteria Hospital: Emergency Ward (2),53.0,10.0,,
Disney's Party (2),39.0,6.0,7.8,5.0
Nanostray 2,75.0,23.0,7.8,8.0
Dokapon Journey,60.0,16.0,7.0,8.0
Phantom Crash,74.0,23.0,8.3,14.0
Yanya Caballista: City Skater,58.0,13.0,6.3,7.0
The Typing of the Dead,83.0,12.0,7.8,12.0
Ride (3),,,4.8,4.0
Over the Hedge: Hammy Goes Nuts! (2),58.0,7.0,,
Jenga World Tour (2),26.0,14.0,2.8,11.0
Tenchu: Dark Secret,37.0,10.0,5.1,7.0
Prism: Light the Way,73.0,21.0,,
Shrek Super Party (3),40.0,6.0,7.3,7.0
Top Spin 2 (2),51.0,8.0,,
Monster 4x4: Masters of Metal (2),49.0,11.0,,
Second Sight (3),77.0,34.0,8.5,13.0
Puyo Pop,84.0,14.0,8.3,4.0
Bejeweled Twist (2),78.0,12.0,7.3,11.0
Arcana Heart 3 (2),68.0,13.0,,
Rave Master,60.0,15.0,6.3,4.0
GRID (3),79.0,19.0,8.1,15.0
Grand Ages: Medieval (2),63.0,11.0,5.4,52.0
Ivy the Kiwi? (2),69.0,20.0,6.3,4.0
Hail to the Chimp (2),51.0,19.0,4.5,4.0
Alias (2),64.0,37.0,6.0,4.0
ESPN International Winter Sports 2002 (2),62.0,6.0,,
OutRun 2006: Coast 2 Coast,81.0,42.0,8.8,17.0
Arx Fatalis,71.0,31.0,8.2,6.0
Beyblade Evolution,49.0,7.0,6.3,4.0
Zumba Fitness Core (2),77.0,6.0,6.7,6.0
Dr. Seuss: Green Eggs and Ham,,,9.0,21.0
Guilty Gear Dust Strikers,60.0,25.0,5.8,9.0
Dark Summit (3),68.0,16.0,4.5,4.0
Star Wars: Republic Commando (2),78.0,34.0,8.7,279.0
Turbo Turtle Adventure,70.0,8.0,,
The Lost Vikings,75.0,16.0,9.1,15.0
Plants vs. Zombies (4),87.0,41.0,8.9,897.0
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E. (2),58.0,6.0,,
Plants vs. Zombies: Garden Warfare 2 (3),82.0,6.0,7.5,45.0
Tour de France 2011,46.0,7.0,7.6,5.0
Transport Fever,71.0,13.0,7.1,32.0
Ty the Tasmanian Tiger 3: Night of the Quinkan (3),73.0,6.0,,
George of the Jungle and the Search for the Secret,44.0,4.0,,
PQ2: Practical Intelligence Quotient,74.0,19.0,7.8,6.0
Secret Files: Tunguska (2),71.0,6.0,7.6,5.0
Stretch Panic,65.0,14.0,7.8,4.0
Blazing Souls: Accelate,,,7.8,17.0
Natural Doctrine (3),,,8.1,17.0
DiRT 2 (6),89.0,22.0,8.2,355.0
Rogue Ops (3),65.0,21.0,,
Saints Row: Gat out of Hell,64.0,45.0,5.7,101.0
Payday 2 (5),79.0,51.0,3.5,3571.0
Hummer Badlands,48.0,4.0,,
Woody Woodpecker: Escape from Buzz Buzzard Park,64.0,5.0,7.4,5.0
Furu Furu Park,43.0,16.0,4.8,5.0
Alter Echo (2),62.0,24.0,,
Around the World in 80 Days (2),40.0,9.0,,
Whirl Tour (2),61.0,10.0,9.0,4.0
Cartoon Network Block Party,52.0,4.0,,
Power Spike Pro Beach Volleyball,48.0,10.0,,
LEGO Friends,43.0,4.0,8.3,4.0
Spitfire Heroes: Tales of the Royal Air Force,49.0,10.0,,
Super Bust-A-Move (2),77.0,9.0,,
ZooCube,71.0,11.0,,
Child of Light (2),82.0,46.0,8.0,455.0
Stunt GP,49.0,8.0,8.1,9.0
World Series of Poker (4),44.0,5.0,,
Singularity (3),76.0,36.0,7.8,327.0
Reign of Fire (4),61.0,9.0,,
Nicktoons: Attack of the Toybots (3),54.0,4.0,,
Cartoon Network Racing,55.0,13.0,,
Ms Saga: A New Dawn,65.0,27.0,8.6,15.0
Barnyard (3),56.0,8.0,,
GrimGrimoire,79.0,39.0,7.9,17.0
Rock of the Dead,45.0,7.0,,
"Warhammer 40,000: Dawn of War",86.0,51.0,8.8,300.0
Freelancer,85.0,39.0,9.0,186.0
Deadliest Catch: Alaskan Storm,56.0,14.0,5.9,15.0
Crime Life: Gang Wars,30.0,19.0,3.4,9.0
Stellaris,78.0,57.0,8.0,577.0
Rugby 2005 (2),75.0,20.0,7.7,11.0
LEGO The Hobbit (8),68.0,6.0,,
Rock N Roll Racing,80.0,12.0,8.1,7.0
Taito Legends (2),74.0,16.0,,
LEGO Indiana Jones 2: The Adventure Continues (6),66.0,13.0,8.0,19.0
Silhouette Mirage,69.0,8.0,7.5,4.0
Dynasty Warriors Vol. 2,57.0,28.0,8.1,8.0
Need for Speed Carbon (7),78.0,17.0,7.2,250.0
American Chopper 2: Full Throttle (2),54.0,4.0,,
American Bass Challenge,69.0,5.0,,
Rugby 06,70.0,6.0,7.8,27.0
Fatal Frame II: Crimson Butterfly Directors Cut,84.0,37.0,8.3,16.0
The Lord of the Rings: The Battle for Middle-Earth II,79.0,50.0,7.5,83.0
2002 FIFA World Cup (3),78.0,9.0,7.7,6.0
Colin McRae Rally 2005,83.0,35.0,7.5,6.0
Saiyuki: Journey West,73.0,9.0,7.1,9.0
Brothers: A Tale of Two Sons (2),81.0,6.0,8.9,27.0
MTX Mototrax (3),67.0,8.0,,
Empire Earth,81.0,23.0,8.2,127.0
Ribbit King (2),60.0,11.0,,
Nobunagas Ambition: Sphere of Influence (2),80.0,20.0,8.1,47.0
Summoner: A Goddess Reborn,72.0,19.0,7.3,4.0
Secret Service,,,5.5,8.0
DuckTales: Remastered (2),75.0,31.0,7.4,137.0
Worms Reloaded,79.0,28.0,6.8,185.0
StarCraft,88.0,15.0,9.2,820.0
ESPN Great Outdoor Games Bass 2002,57.0,7.0,,
Rodea the Sky Soldier (2),45.0,7.0,5.6,37.0
Need for Speed Underground (5),82.0,24.0,8.3,311.0
Punch King,58.0,10.0,,
World Championship Pool 2004,60.0,4.0,6.7,6.0
V-Rally 3 (2),82.0,7.0,,
Kakuto Chojin,46.0,26.0,7.2,17.0
B-Boy,50.0,11.0,7.8,6.0
Virtua Tennis 3 (2),79.0,17.0,7.7,13.0
Robotech: Invasion (2),59.0,41.0,,
Far Cry,89.0,72.0,8.0,735.0
Frogger: Ancient Shadow (2),54.0,9.0,,
Snoopy vs the Red Baron,76.0,7.0,7.8,4.0
Moon (2),71.0,45.0,7.4,21.0
Clockwork Empires,58.0,8.0,3.8,5.0
Razes Hell,71.0,37.0,8.1,8.0
Ship Simulator Extremes,49.0,5.0,6.2,27.0
Hoshigami: Ruining Blue Earth,62.0,9.0,8.7,26.0
GunPey DS,70.0,24.0,,
NightCaster II: Equinox,46.0,12.0,7.0,4.0
Time Crisis: Project Titan,71.0,13.0,6.7,6.0
The Sims (4),92.0,38.0,7.9,458.0
Billy the Wizard: Rocket Broomstick Racing,,,0.3,4.0
Ys: The Ark of Napishtim (2),64.0,29.0,7.3,13.0
FIFA Soccer 10 (7),72.0,14.0,3.8,59.0
Tom Clancys Rainbow Six: Lockdown (3),72.0,8.0,7.8,5.0
Full Spectrum Warrior: Ten Hammers (2),69.0,27.0,,
FIFA Manager 12,72.0,11.0,3.9,24.0
Gitaroo Man,82.0,21.0,8.7,25.0
Age of Mythology: The Titans,84.0,25.0,8.7,122.0
Super Bubble Pop,54.0,12.0,,
Dead Rising 2 (4),82.0,4.0,6.6,9.0
Code Lyoko,63.0,11.0,6.8,13.0
SpongeBob SquarePants: Planktons Robotic Revenge (3),,,6.1,13.0
Cabelas Trophy Bucks (3),39.0,4.0,3.0,4.0
Yaiba: Ninja Gaiden Z (2),50.0,20.0,5.3,43.0
Rock of the Dead (2),48.0,7.0,4.8,4.0
Big Air Freestyle,56.0,12.0,,
Pool Party,32.0,13.0,0.7,6.0
Mike Tyson Heavyweight Boxing,37.0,13.0,,
Company of Heroes,93.0,55.0,8.8,1136.0
Rapala Fishing Frenzy 2009 (2),41.0,5.0,7.2,6.0
MX vs. ATV Supercross Encore (2),45.0,4.0,,
Wonder World Amusement Park (2),37.0,9.0,4.5,4.0
Silent Hunter: Wolves of the Pacific,79.0,22.0,7.0,41.0
Wing Island,47.0,32.0,4.9,8.0
Wrath Unleashed (2),69.0,32.0,7.0,4.0
March of the Penguins,34.0,8.0,1.7,6.0
Professor Heinz Wolffs Gravity (2),53.0,9.0,,
Double Dragon Advance,75.0,21.0,8.4,5.0
Color Cross,72.0,6.0,,
Bubble Bobble Revolution,38.0,19.0,6.2,6.0
The Bible Game (3),60.0,6.0,2.7,13.0
Supreme Commander (2),86.0,44.0,8.3,263.0
Wolfenstein (3),74.0,41.0,7.2,266.0
Yager,70.0,19.0,9.3,9.0
Cesar Millans Dog Whisperer,,,8.6,9.0
Futurama (2),58.0,21.0,6.9,14.0
Pool Hall Pro,62.0,5.0,5.3,4.0
Microsoft Train Simulator,84.0,16.0,8.4,21.0
Guild Wars Trilogy,,,8.8,8.0
Activision Anthology (2),79.0,13.0,,
Pony Friends,67.0,8.0,6.6,12.0
Mark McMorris Infinite Air,50.0,16.0,7.2,43.0
Trigger Man (2),31.0,5.0,,
Assassins Creed: Altairs Chronicles,58.0,30.0,6.2,31.0
Bad Boys: Miami Takedown (3),35.0,11.0,2.0,9.0
Fantastic Four: Rise of the Silver Surfer (4),39.0,16.0,5.9,15.0
Blood Bowl (2),72.0,34.0,6.5,57.0
S\xc3\xa9bastien Loeb Rally Evo,71.0,28.0,8.1,73.0
Ford Bold Moves Street Racing,52.0,19.0,,
Looney Tunes: Cartoon Conductor,67.0,17.0,,
Art of Fighting Anthology,60.0,19.0,7.0,4.0
Lux-Pain,48.0,33.0,6.2,18.0
Rapala Trophies,,,9.0,4.0
Enemy Front (2),35.0,8.0,5.8,78.0
The Hustle: Detroit Streets (2),46.0,5.0,,
Guilty Gear XX Accent Core,77.0,9.0,8.3,16.0
Saint Seiya: Soldiers Soul (2),,,6.3,4.0
Mafia (3),88.0,27.0,9.1,874.0
Life is Strange (3),83.0,15.0,8.6,1659.0
Greys Anatomy: The Video Game (2),,,7.5,4.0
Disney's Donald Duck: Goin Quackers (4),61.0,7.0,3.0,4.0
Song of the Deep (3),73.0,12.0,6.5,16.0
Fantastic Four: Rise of the Silver Surfer (5),35.0,8.0,4.8,13.0
Operation Flashpoint: Elite,64.0,24.0,8.3,27.0
Virtua Tennis 3 (3),80.0,34.0,6.8,26.0
Tropico 3 (2),79.0,48.0,8.2,186.0
Front Mission (2),72.0,19.0,8.9,9.0
Call of Duty: Modern Warfare Trilogy (2),,,7.0,5.0
Boktai 2: Solar Boy Django,78.0,20.0,8.5,11.0
Valentino Rossi: The Game (2),74.0,5.0,8.1,7.0
Dark Arena,65.0,17.0,,
Stranger of Sword City,71.0,24.0,8.0,31.0
Heatseeker (2),49.0,7.0,,
Pro Evolution Soccer 2016 (5),76.0,12.0,4.3,287.0
TOCA Race Driver 2,,,8.3,6.0
Shaun the Sheep,58.0,5.0,,
The Dark Spire,69.0,23.0,7.7,21.0
Runaway: A Twist of Fate,79.0,15.0,8.2,40.0
Nitroplus Blasterz: Heroines Infinite Duel,70.0,33.0,6.9,28.0
Disney's Meet the Robinsons (3),68.0,5.0,,
